,ensembl_id,gene_symbol
827,ENSG00000061455,PRDM6
828,ENSG00000061492,WNT8A
829,ENSG00000061656,SPAG4
830,ENSG00000061676,NCKAP1
831,ENSG00000061794,MRPS35
832,ENSG00000061918,GUCY1B1
833,ENSG00000061936,SFSWAP
834,ENSG00000061938,TNK2
835,ENSG00000061987,MON2
836,ENSG00000062038,CDH3
837,ENSG00000062096,ARSF
838,ENSG00000062194,GPBP1
839,ENSG00000062282,DGAT2
840,ENSG00000062370,ZNF112
841,ENSG00000062485,CS
842,ENSG00000062524,LTK
843,ENSG00000062582,MRPS24
844,ENSG00000062598,ELMO2
845,ENSG00000062650,WAPL
846,ENSG00000062716,VMP1
847,ENSG00000062725,APPBP2
848,ENSG00000062822,POLD1
849,ENSG00000063015,SEZ6
850,ENSG00000063046,EIF4B
851,ENSG00000063127,SLC6A16
852,ENSG00000063169,BICRA
853,ENSG00000063176,SPHK2
854,ENSG00000063177,RPL18
855,ENSG00000063180,CA11
856,ENSG00000063241,ISOC2
857,ENSG00000063244,U2AF2
858,ENSG00000063245,EPN1
859,ENSG00000063322,MED29
860,ENSG00000063438,AHRR
861,ENSG00000063515,GSC2
862,ENSG00000063587,ZNF275
863,ENSG00000063601,MTMR1
864,ENSG00000063660,GPC1
865,ENSG00000063761,ADCK1
866,ENSG00000063854,HAGH
867,ENSG00000063978,RNF4
868,ENSG00000064012,CASP8
869,ENSG00000064042,LIMCH1
870,ENSG00000064102,INTS13
871,ENSG00000064115,TM7SF3
872,ENSG00000064195,DLX3
873,ENSG00000064199,SPA17
874,ENSG00000064201,TSPAN32
875,ENSG00000064205,CCN5
876,ENSG00000064218,DMRT3
877,ENSG00000064225,ST3GAL6
878,ENSG00000064270,ATP2C2
879,ENSG00000064300,NGFR
880,ENSG00000064309,CDON
881,ENSG00000064313,TAF2
882,ENSG00000064393,HIPK2
883,ENSG00000064419,TNPO3
884,ENSG00000064489,BORCS8-MEF2B
885,ENSG00000064490,RFXANK
886,ENSG00000064545,TMEM161A
887,ENSG00000064547,LPAR2
888,ENSG00000064601,CTSA
889,ENSG00000064607,SUGP2
890,ENSG00000064651,SLC12A2
891,ENSG00000064652,SNX24
892,ENSG00000064655,EYA2
893,ENSG00000064666,CNN2
894,ENSG00000064687,ABCA7
895,ENSG00000064692,SNCAIP
896,ENSG00000064703,DDX20
897,ENSG00000064726,BTBD1
898,ENSG00000064763,FAR2
899,ENSG00000064787,BCAS1
900,ENSG00000064835,POU1F1
901,ENSG00000064886,CHI3L2
902,ENSG00000064932,SBNO2
903,ENSG00000064933,PMS1
904,ENSG00000064961,HMG20B
905,ENSG00000064989,CALCRL
906,ENSG00000064995,TAF11
907,ENSG00000064999,ANKS1A
908,ENSG00000065000,AP3D1
909,ENSG00000065029,ZNF76
910,ENSG00000065054,SLC9A3R2
911,ENSG00000065057,NTHL1
912,ENSG00000065060,UHRF1BP1
913,ENSG00000065135,GNAI3
914,ENSG00000065150,IPO5
915,ENSG00000065154,OAT
916,ENSG00000065183,WDR3
917,ENSG00000065243,PKN2
918,ENSG00000065268,WDR18
919,ENSG00000065308,TRAM2
920,ENSG00000065320,NTN1
921,ENSG00000065325,GLP2R
922,ENSG00000065328,MCM10
923,ENSG00000065357,DGKA
924,ENSG00000065361,ERBB3
925,ENSG00000065371,ROPN1
926,ENSG00000065413,ANKRD44
927,ENSG00000065427,KARS1
928,ENSG00000065457,ADAT1
929,ENSG00000065485,PDIA5
930,ENSG00000065491,TBC1D22B
931,ENSG00000065518,NDUFB4
932,ENSG00000065526,SPEN
933,ENSG00000065534,MYLK
934,ENSG00000065548,ZC3H15
935,ENSG00000065559,MAP2K4
936,ENSG00000065600,PACC1
937,ENSG00000065609,SNAP91
938,ENSG00000065613,SLK
939,ENSG00000065615,CYB5R4
940,ENSG00000065618,COL17A1
941,ENSG00000065621,GSTO2
942,ENSG00000065665,SEC61A2
943,ENSG00000065675,PRKCQ
944,ENSG00000065717,TLE2
945,ENSG00000065802,ASB1
946,ENSG00000065809,FAM107B
947,ENSG00000065833,ME1
948,ENSG00000065882,TBC1D1
949,ENSG00000065883,CDK13
950,ENSG00000065911,MTHFD2
951,ENSG00000065923,SLC9A7
952,ENSG00000065970,FOXJ2
953,ENSG00000065978,YBX1
954,ENSG00000065989,PDE4A
955,ENSG00000066027,PPP2R5A
956,ENSG00000066032,CTNNA2
957,ENSG00000066044,ELAVL1
958,ENSG00000066056,TIE1
959,ENSG00000066084,DIP2B
960,ENSG00000066117,SMARCD1
961,ENSG00000066135,KDM4A
962,ENSG00000066136,NFYC
963,ENSG00000066185,ZMYND12
964,ENSG00000066230,SLC9A3
965,ENSG00000066248,NGEF
966,ENSG00000066279,ASPM
967,ENSG00000066294,CD84
968,ENSG00000066322,ELOVL1
969,ENSG00000066336,SPI1
970,ENSG00000066379,POLR1H
971,ENSG00000066382,MPPED2
972,ENSG00000066405,CLDN18
973,ENSG00000066422,ZBTB11
974,ENSG00000066427,ATXN3
975,ENSG00000066455,GOLGA5
976,ENSG00000066468,FGFR2
977,ENSG00000066557,LRRC40
978,ENSG00000066583,ISOC1
979,ENSG00000066629,EML1
980,ENSG00000066651,TRMT11
981,ENSG00000066654,THUMPD1
982,ENSG00000066697,MSANTD3
983,ENSG00000066735,KIF26A
984,ENSG00000066739,ATG2B
985,ENSG00000066777,ARFGEF1
986,ENSG00000066813,ACSM2B
987,ENSG00000066827,ZFAT
988,ENSG00000066855,MTFR1
989,ENSG00000066923,STAG3
990,ENSG00000066926,FECH
991,ENSG00000066933,MYO9A
992,ENSG00000067048,DDX3Y
993,ENSG00000067057,PFKP
994,ENSG00000067064,IDI1
995,ENSG00000067066,SP100
996,ENSG00000067082,KLF6
997,ENSG00000067113,PLPP1
998,ENSG00000067141,NEO1
999,ENSG00000067167,TRAM1
1000,ENSG00000067177,PHKA1
1001,ENSG00000067182,TNFRSF1A
1002,ENSG00000067191,CACNB1
1003,ENSG00000067208,EVI5
1004,ENSG00000067221,STOML1
1005,ENSG00000067225,PKM
1006,ENSG00000067248,DHX29
1007,ENSG00000067334,DNTTIP2
1008,ENSG00000067365,METTL22
1009,ENSG00000067369,TP53BP1
1010,ENSG00000067445,TRO
1011,ENSG00000067533,RRP15
1012,ENSG00000067560,RHOA
1013,ENSG00000067596,DHX8
1014,ENSG00000067601,PMS2P4
1015,ENSG00000067606,PRKCZ
1016,ENSG00000067646,ZFY
1017,ENSG00000067704,IARS2
1018,ENSG00000067715,SYT1
1019,ENSG00000067798,NAV3
1020,ENSG00000067829,IDH3G
1021,ENSG00000067836,ROGDI
1022,ENSG00000067840,PDZD4
1023,ENSG00000067842,ATP2B3
1024,ENSG00000067900,ROCK1
1025,ENSG00000067955,CBFB
1026,ENSG00000067992,PDK3
1027,ENSG00000068001,HYAL2
1028,ENSG00000068024,HDAC4
1029,ENSG00000068028,RASSF1
1030,ENSG00000068078,FGFR3
1031,ENSG00000068079,IFI35
1032,ENSG00000068097,HEATR6
1033,ENSG00000068120,COASY
1034,ENSG00000068137,PLEKHH3
1035,ENSG00000068305,MEF2A
1036,ENSG00000068308,OTUD5
1037,ENSG00000068323,TFE3
1038,ENSG00000068354,TBC1D25
1039,ENSG00000068366,ACSL4
1040,ENSG00000068383,INPP5A
1041,ENSG00000068394,GPKOW
1042,ENSG00000068400,GRIPAP1
1043,ENSG00000068438,FTSJ1
1044,ENSG00000068489,PRR11
1045,ENSG00000068615,REEP1
1046,ENSG00000068650,ATP11A
1047,ENSG00000068654,POLR1A
1048,ENSG00000068697,LAPTM4A
1049,ENSG00000068724,TTC7A
1050,ENSG00000068745,IP6K2
1051,ENSG00000068781,STON1-GTF2A1L
1052,ENSG00000068784,SRBD1
1053,ENSG00000068796,KIF2A
1054,ENSG00000068831,RASGRP2
1055,ENSG00000068878,PSME4
1056,ENSG00000068885,IFT80
1057,ENSG00000068903,SIRT2
1058,ENSG00000068912,ERLEC1
1059,ENSG00000068971,PPP2R5B
1060,ENSG00000068976,PYGM
1061,ENSG00000068985,PAGE1
1062,ENSG00000069011,PITX1
1063,ENSG00000069018,TRPC7
1064,ENSG00000069020,MAST4
1065,ENSG00000069122,ADGRF5
1066,ENSG00000069188,SDK2
1067,ENSG00000069206,ADAM7
1068,ENSG00000069248,NUP133
1069,ENSG00000069275,NUCKS1
1070,ENSG00000069329,VPS35
1071,ENSG00000069345,DNAJA2
1072,ENSG00000069399,BCL3
1073,ENSG00000069424,KCNAB2
1074,ENSG00000069431,ABCC9
1075,ENSG00000069482,GAL
1076,ENSG00000069493,CLEC2D
1077,ENSG00000069509,FUNDC1
1078,ENSG00000069535,MAOB
1079,ENSG00000069667,RORA
1080,ENSG00000069696,DRD4
1081,ENSG00000069702,TGFBR3
1082,ENSG00000069764,PLA2G10
1083,ENSG00000069812,HES2
1084,ENSG00000069849,ATP1B3
1085,ENSG00000069869,NEDD4
1086,ENSG00000069943,PIGB
1087,ENSG00000069956,MAPK6
1088,ENSG00000069966,GNB5
1089,ENSG00000069974,RAB27A
1090,ENSG00000069998,HDHD5
1091,ENSG00000070010,UFD1
1092,ENSG00000070018,LRP6
1093,ENSG00000070019,GUCY2C
1094,ENSG00000070031,SCT
1095,ENSG00000070047,PHRF1
1096,ENSG00000070061,ELP1
1097,ENSG00000070081,NUCB2
1098,ENSG00000070087,PFN2
1099,ENSG00000070159,PTPN3
1100,ENSG00000070182,SPTB
1101,ENSG00000070190,DAPP1
1102,ENSG00000070193,FGF10
1103,ENSG00000070214,SLC44A1
1104,ENSG00000070269,TMEM260
1105,ENSG00000070366,SMG6
1106,ENSG00000070367,EXOC5
1107,ENSG00000070371,CLTCL1
1108,ENSG00000070388,FGF22
1109,ENSG00000070404,FSTL3
1110,ENSG00000070413,DGCR2
1111,ENSG00000070423,RNF126
1112,ENSG00000070444,MNT
1113,ENSG00000070476,ZXDC
1114,ENSG00000070495,JMJD6
1115,ENSG00000070501,POLB
1116,ENSG00000070526,ST6GALNAC1
1117,ENSG00000070540,WIPI1
1118,ENSG00000070601,FRMPD1
1119,ENSG00000070610,GBA2
1120,ENSG00000070614,NDST1
1121,ENSG00000070669,ASNS
1122,ENSG00000070718,AP3M2
1123,ENSG00000070729,CNGB1
1124,ENSG00000070731,ST6GALNAC2
1125,ENSG00000070748,CHAT
1126,ENSG00000070756,PABPC1
1127,ENSG00000070759,TESK2
1128,ENSG00000070761,CFAP20
1129,ENSG00000070770,CSNK2A2
1130,ENSG00000070778,PTPN21
1131,ENSG00000070785,EIF2B3
1132,ENSG00000070808,CAMK2A
1133,ENSG00000070814,TCOF1
1134,ENSG00000070831,CDC42
1135,ENSG00000070882,OSBPL3
1136,ENSG00000070886,EPHA8
1137,ENSG00000070915,SLC12A3
1138,ENSG00000070950,RAD18
1139,ENSG00000070961,ATP2B1
1140,ENSG00000070985,TRPM5
1141,ENSG00000071051,NCK2
1142,ENSG00000071054,MAP4K4
1143,ENSG00000071073,MGAT4A
1144,ENSG00000071082,RPL31
1145,ENSG00000071127,WDR1
1146,ENSG00000071189,SNX13
1147,ENSG00000071203,MS4A12
1148,ENSG00000071205,ARHGAP10
1149,ENSG00000071242,RPS6KA2
1150,ENSG00000071243,ING3
1151,ENSG00000071246,VASH1
1152,ENSG00000071282,LMCD1
1153,ENSG00000071462,BUD23
1154,ENSG00000071537,SEL1L
1155,ENSG00000071539,TRIP13
1156,ENSG00000071553,ATP6AP1
1157,ENSG00000071564,TCF3
1158,ENSG00000071575,TRIB2
1159,ENSG00000071626,DAZAP1
1160,ENSG00000071655,MBD3
1161,ENSG00000071677,PRLH
1162,ENSG00000071794,HLTF
1163,ENSG00000071859,FAM50A
1164,ENSG00000071889,FAM3A
1165,ENSG00000071894,CPSF1
1166,ENSG00000071909,MYO3B
1167,ENSG00000071967,CYBRD1
1168,ENSG00000071991,CDH19
1169,ENSG00000071994,PDCD2
1170,ENSG00000072041,SLC6A15
1171,ENSG00000072042,RDH11
1172,ENSG00000072062,PRKACA
1173,ENSG00000072071,ADGRL1
1174,ENSG00000072080,SPP2
1175,ENSG00000072110,ACTN1
1176,ENSG00000072121,ZFYVE26
1177,ENSG00000072133,RPS6KA6
1178,ENSG00000072134,EPN2
1179,ENSG00000072135,PTPN18
1180,ENSG00000072163,LIMS2
1181,ENSG00000072182,ASIC4
1182,ENSG00000072195,SPEG
1183,ENSG00000072201,LNX1
1184,ENSG00000072210,ALDH3A2
1185,ENSG00000072274,TFRC
1186,ENSG00000072310,SREBF1
1187,ENSG00000072315,TRPC5
1188,ENSG00000072364,AFF4
1189,ENSG00000072401,UBE2D1
1190,ENSG00000072415,PALS1
1191,ENSG00000072422,RHOBTB1
1192,ENSG00000072501,SMC1A
1193,ENSG00000072506,HSD17B10
1194,ENSG00000072518,MARK2
1195,ENSG00000072571,HMMR
1196,ENSG00000072609,CHFR
1197,ENSG00000072657,TRHDE
1198,ENSG00000072682,P4HA2
1199,ENSG00000072694,FCGR2B
1200,ENSG00000072736,NFATC3
1201,ENSG00000072756,TRNT1
1202,ENSG00000072778,ACADVL
1203,ENSG00000072786,STK10
1204,ENSG00000072803,FBXW11
1205,ENSG00000072818,ACAP1
1206,ENSG00000072832,CRMP1
1207,ENSG00000072840,EVC
1208,ENSG00000072849,DERL2
1209,ENSG00000072858,SIDT1
1210,ENSG00000072864,NDE1
1211,ENSG00000072952,IRAG1
1212,ENSG00000072954,TMEM38A
1213,ENSG00000072958,AP1M1
1214,ENSG00000073008,PVR
1215,ENSG00000073050,XRCC1
1216,ENSG00000073060,SCARB1
1217,ENSG00000073067,CYP2W1
1218,ENSG00000073111,MCM2
1219,ENSG00000073146,MOV10L1
1220,ENSG00000073150,PANX2
1221,ENSG00000073169,SELENOO
1222,ENSG00000073282,TP63
1223,ENSG00000073331,ALPK1
1224,ENSG00000073350,LLGL2
1225,ENSG00000073417,PDE8A
1226,ENSG00000073464,CLCN4
1227,ENSG00000073536,NLE1
1228,ENSG00000073578,SDHA
1229,ENSG00000073584,SMARCE1
1230,ENSG00000073598,FNDC8
1231,ENSG00000073605,GSDMB
1232,ENSG00000073614,KDM5A
1233,ENSG00000073670,ADAM11
1234,ENSG00000073711,PPP2R3A
1235,ENSG00000073712,FERMT2
1236,ENSG00000073734,ABCB11
1237,ENSG00000073737,DHRS9
1238,ENSG00000073754,CD5L
1239,ENSG00000073756,PTGS2
1240,ENSG00000073792,IGF2BP2
1241,ENSG00000073803,MAP3K13
1242,ENSG00000073849,ST6GAL1
1243,ENSG00000073861,TBX21
1244,ENSG00000073905,VDAC1P1
1245,ENSG00000073910,FRY
1246,ENSG00000073921,PICALM
1247,ENSG00000073969,NSF
1248,ENSG00000074047,GLI2
1249,ENSG00000074054,CLASP1
1250,ENSG00000074071,MRPS34
1251,ENSG00000074181,NOTCH3
1252,ENSG00000074201,CLNS1A
1253,ENSG00000074211,PPP2R2C
1254,ENSG00000074219,TEAD2
1255,ENSG00000074266,EED
1256,ENSG00000074276,CDHR2
1257,ENSG00000074317,SNCB
1258,ENSG00000074319,TSG101
1259,ENSG00000074356,NCBP3
1260,ENSG00000074370,ATP2A3
1261,ENSG00000074410,CA12
1262,ENSG00000074416,MGLL
1263,ENSG00000074527,NTN4
1264,ENSG00000074582,BCS1L
1265,ENSG00000074590,NUAK1
1266,ENSG00000074603,DPP8
1267,ENSG00000074621,SLC24A1
1268,ENSG00000074657,ZNF532
1269,ENSG00000074660,SCARF1
1270,ENSG00000074695,LMAN1
1271,ENSG00000074696,HACD3
1272,ENSG00000074706,IPCEF1
1273,ENSG00000074755,ZZEF1
1274,ENSG00000074771,NOX3
1275,ENSG00000074800,ENO1
1276,ENSG00000074803,SLC12A1
1277,ENSG00000074842,MYDGF
1278,ENSG00000074855,ANO8
1279,ENSG00000074935,TUBE1
1280,ENSG00000074964,ARHGEF10L
1281,ENSG00000074966,TXK
1282,ENSG00000075035,WSCD2
1283,ENSG00000075043,KCNQ2
1284,ENSG00000075073,TACR2
1285,ENSG00000075089,ACTR6
1286,ENSG00000075131,TIPIN
1287,ENSG00000075142,SRI
1288,ENSG00000075151,EIF4G3
1289,ENSG00000075188,NUP37
1290,ENSG00000075213,SEMA3A
1291,ENSG00000075218,GTSE1
1292,ENSG00000075223,SEMA3C
1293,ENSG00000075234,TTC38
1294,ENSG00000075239,ACAT1
1295,ENSG00000075240,GRAMD4
1296,ENSG00000075275,CELSR1
1297,ENSG00000075290,WNT8B
1298,ENSG00000075292,ZNF638
1299,ENSG00000075303,SLC25A40
1300,ENSG00000075336,TIMM21
1301,ENSG00000075340,ADD2
1302,ENSG00000075388,FGF4
1303,ENSG00000075391,RASAL2
1304,ENSG00000075399,VPS9D1
1305,ENSG00000075407,ZNF37A
1306,ENSG00000075413,MARK3
1307,ENSG00000075415,SLC25A3
1308,ENSG00000075420,FNDC3B
1309,ENSG00000075426,FOSL2
1310,ENSG00000075429,CACNG5
1311,ENSG00000075461,CACNG4
1312,ENSG00000075539,FRYL
1313,ENSG00000075568,TMEM131
1314,ENSG00000075618,FSCN1
1315,ENSG00000075624,ACTB
1316,ENSG00000075643,MOCOS
1317,ENSG00000075651,PLD1
1318,ENSG00000075673,ATP12A
1319,ENSG00000075702,WDR62
1320,ENSG00000075711,DLG1
1321,ENSG00000075785,RAB7A
1322,ENSG00000075790,BCAP29
1323,ENSG00000075826,SEC31B
1324,ENSG00000075856,SART3
1325,ENSG00000075884,ARHGAP15
1326,ENSG00000075886,TUBA3D
1327,ENSG00000075891,PAX2
1328,ENSG00000075914,EXOSC7
1329,ENSG00000075945,KIFAP3
1330,ENSG00000075975,MKRN2
1331,ENSG00000076003,MCM6
1332,ENSG00000076043,REXO2
1333,ENSG00000076053,RBM7
1334,ENSG00000076067,RBMS2
1335,ENSG00000076108,BAZ2A
1336,ENSG00000076201,PTPN23
1337,ENSG00000076242,MLH1
1338,ENSG00000076248,UNG
1339,ENSG00000076258,FMO4
1340,ENSG00000076321,KLHL20
1341,ENSG00000076344,RGS11
1342,ENSG00000076351,SLC46A1
1343,ENSG00000076356,PLXNA2
1344,ENSG00000076382,SPAG5
1345,ENSG00000076513,ANKRD13A
1346,ENSG00000076554,TPD52
1347,ENSG00000076555,ACACB
1348,ENSG00000076604,TRAF4
1349,ENSG00000076641,PAG1
1350,ENSG00000076650,GPATCH1
1351,ENSG00000076662,ICAM3
1352,ENSG00000076685,NT5C2
1353,ENSG00000076706,MCAM
1354,ENSG00000076716,GPC4
1355,ENSG00000076770,MBNL3
1356,ENSG00000076826,CAMSAP3
1357,ENSG00000076864,RAP1GAP
1358,ENSG00000076924,XAB2
1359,ENSG00000076928,ARHGEF1
1360,ENSG00000076944,STXBP2
1361,ENSG00000076984,MAP2K7
1362,ENSG00000077009,NMRK2
1363,ENSG00000077044,DGKD
1364,ENSG00000077063,CTTNBP2
1365,ENSG00000077080,ACTL6B
1366,ENSG00000077092,RARB
1367,ENSG00000077097,TOP2B
1368,ENSG00000077147,TM9SF3
1369,ENSG00000077150,NFKB2
1370,ENSG00000077152,UBE2T
1371,ENSG00000077157,PPP1R12B
1372,ENSG00000077232,DNAJC10
1373,ENSG00000077235,GTF3C1
1374,ENSG00000077238,IL4R
1375,ENSG00000077254,USP33
1376,ENSG00000077264,PAK3
1377,ENSG00000077274,CAPN6
1378,ENSG00000077279,DCX
1379,ENSG00000077312,SNRPA
1380,ENSG00000077327,SPAG6
1381,ENSG00000077348,EXOSC5
1382,ENSG00000077380,DYNC1I2
1383,ENSG00000077420,APBB1IP
1384,ENSG00000077454,LRCH4
1385,ENSG00000077458,FAM76B
1386,ENSG00000077463,SIRT6
1387,ENSG00000077498,TYR
1388,ENSG00000077514,POLD3
1389,ENSG00000077522,ACTN2
1390,ENSG00000077549,CAPZB
1391,ENSG00000077585,GPR137B
1392,ENSG00000077616,NAALAD2
1393,ENSG00000077684,JADE1
1394,ENSG00000077713,SLC25A43
1395,ENSG00000077721,UBE2A
1396,ENSG00000077782,FGFR1
1397,ENSG00000077800,FKBP6
1398,ENSG00000077935,SMC1B
1399,ENSG00000077942,FBLN1
1400,ENSG00000077943,ITGA8
1401,ENSG00000077984,CST7
1402,ENSG00000078018,MAP2
1403,ENSG00000078043,PIAS2
1404,ENSG00000078053,AMPH
1405,ENSG00000078061,ARAF
1406,ENSG00000078070,MCCC1
1407,ENSG00000078081,LAMP3
1408,ENSG00000078098,FAP
1409,ENSG00000078114,NEBL
1410,ENSG00000078124,ACER3
1411,ENSG00000078140,UBE2K
1412,ENSG00000078142,PIK3C3
1413,ENSG00000078177,N4BP2
1414,ENSG00000078237,TIGAR
1415,ENSG00000078246,TULP3
1416,ENSG00000078269,SYNJ2
1417,ENSG00000078295,ADCY2
1418,ENSG00000078304,PPP2R5C
1419,ENSG00000078319,PMS2P1
1420,ENSG00000078328,RBFOX1
1421,ENSG00000078369,GNB1
1422,ENSG00000078399,HOXA9
1423,ENSG00000078401,EDN1
1424,ENSG00000078403,MLLT10
1425,ENSG00000078487,ZCWPW1
1426,ENSG00000078549,ADCYAP1R1
1427,ENSG00000078579,FGF20
1428,ENSG00000078589,P2RY10
1429,ENSG00000078596,ITM2A
1430,ENSG00000078618,NRDC
1431,ENSG00000078668,VDAC3
1432,ENSG00000078674,PCM1
1433,ENSG00000078687,TNRC6C
1434,ENSG00000078699,CBFA2T2
1435,ENSG00000078725,BRINP1
1436,ENSG00000078747,ITCH
1437,ENSG00000078795,PKD2L2
1438,ENSG00000078804,TP53INP2
1439,ENSG00000078808,SDF4
1440,ENSG00000078814,MYH7B
1441,ENSG00000078898,BPIFB2
1442,ENSG00000078900,TP73
1443,ENSG00000078902,TOLLIP
1444,ENSG00000078967,UBE2D4
1445,ENSG00000079101,CLUL1
1446,ENSG00000079102,RUNX1T1
1447,ENSG00000079112,CDH17
1448,ENSG00000079134,THOC1
1449,ENSG00000079150,FKBP7
1450,ENSG00000079156,OSBPL6
1451,ENSG00000079215,SLC1A3
1452,ENSG00000079246,XRCC5
1453,ENSG00000079257,LXN
1454,ENSG00000079263,SP140
1455,ENSG00000079277,MKNK1
1456,ENSG00000079308,TNS1
1457,ENSG00000079313,REXO1
1458,ENSG00000079332,SAR1A
1459,ENSG00000079335,CDC14A
1460,ENSG00000079337,RAPGEF3
1461,ENSG00000079385,CEACAM1
1462,ENSG00000079387,SENP1
1463,ENSG00000079393,DUSP13
1464,ENSG00000079432,CIC
1465,ENSG00000079435,LIPE
1466,ENSG00000079459,FDFT1
1467,ENSG00000079462,PAFAH1B3
1468,ENSG00000079482,OPHN1
1469,ENSG00000079557,AFM
1470,ENSG00000079616,KIF22
1471,ENSG00000079689,SCGN
1472,ENSG00000079691,CARMIL1
1473,ENSG00000079739,PGM1
1474,ENSG00000079785,DDX1
1475,ENSG00000079805,DNM2
1476,ENSG00000079819,EPB41L2
1477,ENSG00000079841,RIMS1
1478,ENSG00000079931,MOXD1
1479,ENSG00000079950,STX7
1480,ENSG00000079974,RABL2B
1481,ENSG00000079999,KEAP1
1482,ENSG00000080007,DDX43
1483,ENSG00000080031,PTPRH
1484,ENSG00000080166,DCT
1485,ENSG00000080189,SLC35C2
1486,ENSG00000080200,CRYBG3
1487,ENSG00000080224,EPHA6
1488,ENSG00000080293,SCTR
1489,ENSG00000080298,RFX3
1490,ENSG00000080345,RIF1
1491,ENSG00000080371,RAB21
1492,ENSG00000080493,SLC4A4
1493,ENSG00000080503,SMARCA2
1494,ENSG00000080511,RDH8
1495,ENSG00000080546,SESN1
1496,ENSG00000080561,MID2
1497,ENSG00000080572,DNAAF6
1498,ENSG00000080573,COL5A3
1499,ENSG00000080603,SRCAP
1500,ENSG00000080608,PUM3
1501,ENSG00000080618,CPB2
1502,ENSG00000080644,CHRNA3
1503,ENSG00000080709,KCNN2
1504,ENSG00000080802,CNOT4
1505,ENSG00000080815,PSEN1
1506,ENSG00000080819,CPOX
1507,ENSG00000080822,CLDND1
1508,ENSG00000080823,MOK
1509,ENSG00000080824,HSP90AA1
1510,ENSG00000080839,RBL1
1511,ENSG00000080845,DLGAP4
1512,ENSG00000080854,IGSF9B
1513,ENSG00000080910,CFHR2
1514,ENSG00000080947,CROCCP3
1515,ENSG00000080986,NDC80
1516,ENSG00000081014,AP4E1
1517,ENSG00000081019,RSBN1
1518,ENSG00000081026,MAGI3
1519,ENSG00000081041,CXCL2
1520,ENSG00000081051,AFP
1521,ENSG00000081052,COL4A4
1522,ENSG00000081059,TCF7
1523,ENSG00000081087,OSTM1
1524,ENSG00000081138,CDH7
1525,ENSG00000081148,IMPG2
1526,ENSG00000081154,PCNP
1527,ENSG00000081177,EXD2
1528,ENSG00000081181,ARG2
1529,ENSG00000081189,MEF2C
1530,ENSG00000081237,PTPRC
1531,ENSG00000081248,CACNA1S
1532,ENSG00000081277,PKP1
1533,ENSG00000081307,UBA5
1534,ENSG00000081320,STK17B
1535,ENSG00000081377,CDC14B
1536,ENSG00000081386,ZNF510
1537,ENSG00000081479,LRP2
1538,ENSG00000081665,ZNF506
1539,ENSG00000081692,JMJD4
1540,ENSG00000081721,DUSP12
1541,ENSG00000081760,AACS
1542,ENSG00000081791,DELE1
1543,ENSG00000081800,SLC13A1
1544,ENSG00000081803,CADPS2
1545,ENSG00000081818,PCDHB4
1546,ENSG00000081842,PCDHA6
1547,ENSG00000081853,PCDHGA2
1548,ENSG00000081870,HSPB11
1549,ENSG00000081913,PHLPP1
1550,ENSG00000081923,ATP8B1
1551,ENSG00000081985,IL12RB2
1552,ENSG00000082014,SMARCD3
1553,ENSG00000082068,WDR70
1554,ENSG00000082074,FYB1
1555,ENSG00000082126,MPP4
1556,ENSG00000082146,STRADB
1557,ENSG00000082153,BZW1
1558,ENSG00000082175,PGR
1559,ENSG00000082196,C1QTNF3
1560,ENSG00000082212,ME2
1561,ENSG00000082213,C5orf22
1562,ENSG00000082258,CCNT2
1563,ENSG00000082269,FAM135A
1564,ENSG00000082293,COL19A1
1565,ENSG00000082397,EPB41L3
1566,ENSG00000082438,COBLL1
1567,ENSG00000082458,DLG3
1568,ENSG00000082482,KCNK2
1569,ENSG00000082497,SERTAD4
1570,ENSG00000082512,TRAF5
1571,ENSG00000082515,MRPL22
1572,ENSG00000082516,GEMIN5
1573,ENSG00000082556,OPRK1
1574,ENSG00000082641,NFE2L1
1575,ENSG00000082684,SEMA5B
1576,ENSG00000082701,GSK3B
1577,ENSG00000082781,ITGB5
1578,ENSG00000082805,ERC1
1579,ENSG00000082898,XPO1
1580,ENSG00000082929,LINC01587
1581,ENSG00000082996,RNF13
1582,ENSG00000083067,TRPM3
1583,ENSG00000083093,PALB2
1584,ENSG00000083097,DOP1A
1585,ENSG00000083099,LYRM2
1586,ENSG00000083123,BCKDHB
1587,ENSG00000083168,KAT6A
1588,ENSG00000083223,TUT7
1589,ENSG00000083290,ULK2
1590,ENSG00000083307,GRHL2
1591,ENSG00000083312,TNPO1
1592,ENSG00000083444,PLOD1
1593,ENSG00000083454,P2RX5
1594,ENSG00000083457,ITGAE
1595,ENSG00000083520,DIS3
1596,ENSG00000083535,PIBF1
1597,ENSG00000083544,TDRD3
1598,ENSG00000083622,
1599,ENSG00000083635,NUFIP1
1600,ENSG00000083642,PDS5B
1601,ENSG00000083720,OXCT1
1602,ENSG00000083750,RRAGB
1603,ENSG00000083782,EPYC
1604,ENSG00000083799,CYLD
1605,ENSG00000083807,SLC27A5
1606,ENSG00000083812,ZNF324
1607,ENSG00000083814,ZNF671
1608,ENSG00000083817,ZNF416
1609,ENSG00000083828,ZNF586
1610,ENSG00000083838,ZNF446
1611,ENSG00000083844,ZNF264
1612,ENSG00000083845,RPS5
1613,ENSG00000083857,FAT1
1614,ENSG00000083896,YTHDC1
1615,ENSG00000083937,CHMP2B
1616,ENSG00000084070,SMAP2
1617,ENSG00000084072,PPIE
